trip_id,user_id,trip_timestamp,fare,payment_method_hash,is_fraud,signup_date,device_id
4124,6,2025-01-14 03:48:00,79.22,card_377,0,2024-03-02,device_713
1621,6,2025-01-23 19:43:00,71.15,card_387,0,2024-03-02,device_713
3041,6,2025-01-23 22:07:00,60.08,card_379,0,2024-03-02,device_713
141,6,2025-01-24 06:39:00,30.93,card_479,0,2024-03-02,device_713
9683,6,2025-01-26 09:49:00,84.34,card_497,0,2024-03-02,device_713
3815,6,2025-01-28 18:06:00,28.26,card_336,0,2024-03-02,device_713
3456,6,2025-01-28 23:32:00,74.13,card_404,0,2024-03-02,device_713
7455,6,2025-01-29 00:30:00,89.22,card_239,0,2024-03-02,device_713
8725,6,2025-01-29 06:56:00,72.35,card_663,0,2024-03-02,device_713
8175,6,2025-01-30 17:14:00,12.64,card_64,0,2024-03-02,device_713
7497,7,2025-01-04 12:03:00,76.43,card_764,0,2024-07-11,device_288
5068,7,2025-01-04 19:24:00,36.28,card_106,0,2024-07-11,device_288
5527,7,2025-01-04 19:26:00,86.69,card_315,1,2024-07-11,device_288
5309,7,2025-01-15 16:56:00,13.96,card_145,1,2024-07-11,device_288
2704,7,2025-01-22 14:25:00,40.17,card_688,0,2024-07-11,device_288
4653,7,2025-01-27 00:38:00,29.94,card_474,0,2024-07-11,device_288
193,7,2025-01-27 03:31:00,84.92,card_427,0,2024-07-11,device_288
4529,8,2025-01-04 18:47:00,9.35,card_792,0,2024-02-07,device_653
8448,8,2025-01-07 00:36:00,9.55,card_883,0,2024-02-07,device_653
4499,8,2025-01-07 20:05:00,37.58,card_554,0,2024-02-07,device_653
756,8,2025-01-08 22:26:00,68.38,card_349,0,2024-02-07,device_653
2529,8,2025-01-10 15:29:00,20.52,card_676,0,2024-02-07,device_653
1819,8,2025-01-17 04:52:00,24.13,card_798,0,2024-02-07,device_653
8688,8,2025-01-22 20:50:00,87.7,card_297,0,2024-02-07,device_653
6385,8,2025-01-23 10:22:00,28.31,card_237,0,2024-02-07,device_653
891,8,2025-01-26 01:41:00,92.19,card_594,0,2024-02-07,device_653
8952,8,2025-01-26 18:26:00,42.71,card_51,0,2024-02-07,device_653
4385,9,2025-01-01 03:31:00,12.49,card_616,0,2024-12-30,device_418
4225,9,2025-01-04 20:57:00,13.15,card_791,0,2024-12-30,device_418
4212,9,2025-01-12 23:31:00,48.21,card_780,0,2024-12-30,device_418
6760,9,2025-01-15 18:32:00,87.67,card_725,0,2024-12-30,device_418
9958,9,2025-01-17 23:55:00,40.79,card_639,0,2024-12-30,device_418
7112,9,2025-01-23 11:02:00,82.75,card_315,0,2024-12-30,device_418
1689,9,2025-01-23 21:58:00,58.79,card_741,0,2024-12-30,device_418
7909,9,2025-01-26 01:26:00,15.03,card_691,0,2024-12-30,device_418
9510,9,2025-01-26 01:46:00,74.43,card_883,0,2024-12-30,device_418
8099,10,2025-01-04 12:47:00,25.81,card_383,0,2024-10-28,device_736
7232,10,2025-01-14 09:30:00,28.91,card_434,0,2024-10-28,device_736
5039,10,2025-01-17 06:20:00,62.16,card_813,0,2024-10-28,device_736
2960,10,2025-01-18 14:56:00,72.79,card_829,0,2024-10-28,device_736
2438,10,2025-01-19 20:19:00,59.59,card_631,0,2024-10-28,device_736
1425,10,2025-01-21 06:47:00,20.01,card_262,0,2024-10-28,device_736
9962,10,2025-01-23 15:38:00,16.49,card_159,0,2024-10-28,device_736
2822,10,2025-01-28 06:52:00,45.53,card_886,0,2024-10-28,device_736
6318,10,2025-01-28 07:42:00,22.85,card_29,0,2024-10-28,device_736
2805,10,2025-01-29 17:25:00,21.21,card_877,0,2024-10-28,device_736
145,11,2025-01-01 22:23:00,34.87,card_634,0,2024-06-19,device_273
7550,11,2025-01-06 22:32:00,12.27,card_112,0,2024-06-19,device_273
3484,11,2025-01-09 02:54:00,71.6,card_192,0,2024-06-19,device_273
4726,11,2025-01-09 14:14:00,92.34,card_863,0,2024-06-19,device_273
9684,11,2025-01-17 23:49:00,44.66,card_728,0,2024-06-19,device_273
5227,11,2025-01-18 21:59:00,28.08,card_190,0,2024-06-19,device_273
9095,11,2025-01-22 13:37:00,98.15,card_366,0,2024-06-19,device_273
9129,11,2025-01-23 05:32:00,79.27,card_669,0,2024-06-19,device_273
9707,11,2025-01-27 21:24:00,25.62,card_9,0,2024-06-19,device_273
6567,12,2025-01-02 06:48:00,86.64,card_116,0,2024-08-05,device_775
4717,12,2025-01-04 10:10:00,56.12,card_39,0,2024-08-05,device_775
1523,12,2025-01-20 16:12:00,57.18,card_242,0,2024-08-05,device_775
8075,12,2025-01-27 23:39:00,5.28,card_798,0,2024-08-05,device_775
2177,12,2025-01-30 00:56:00,58.94,card_256,0,2024-08-05,device_775
6839,13,2025-01-02 22:31:00,35.37,card_351,0,2024-09-30,device_193
6542,13,2025-01-04 20:06:00,97.96,card_784,0,2024-09-30,device_193
1912,13,2025-01-08 02:48:00,63.67,card_99,0,2024-09-30,device_193
391,13,2025-01-09 08:17:00,18.87,card_808,0,2024-09-30,device_193
8731,13,2025-01-11 02:27:00,39.73,card_574,0,2024-09-30,device_193
1878,13,2025-01-12 03:47:00,57.33,card_359,0,2024-09-30,device_193
6611,13,2025-01-13 11:40:00,48.64,card_10,0,2024-09-30,device_193
8361,13,2025-01-14 08:16:00,64.19,card_416,0,2024-09-30,device_193
4766,13,2025-01-20 09:57:00,20.06,card_68,0,2024-09-30,device_193
9422,13,2025-01-24 01:34:00,58.07,card_785,0,2024-09-30,device_193
2496,13,2025-01-26 01:29:00,63.39,card_82,0,2024-09-30,device_193
1242,14,2025-01-05 23:17:00,23.05,card_335,0,2024-07-29,device_774
5819,14,2025-01-07 04:04:00,77.64,card_145,0,2024-07-29,device_774
4252,14,2025-01-09 03:50:00,23.93,card_730,0,2024-07-29,device_774
9866,14,2025-01-12 12:30:00,11.65,card_675,0,2024-07-29,device_774
988,14,2025-01-13 13:18:00,67.22,card_31,0,2024-07-29,device_774
8455,14,2025-01-13 21:43:00,40.64,card_250,0,2024-07-29,device_774
1349,14,2025-01-15 00:58:00,45.62,card_379,0,2024-07-29,device_774
4030,14,2025-01-15 11:23:00,99.31,card_891,0,2024-07-29,device_774
6865,14,2025-01-15 11:32:00,66.02,card_178,0,2024-07-29,device_774
2651,14,2025-01-15 19:20:00,93.49,card_306,0,2024-07-29,device_774
9079,14,2025-01-16 04:02:00,34.96,card_82,0,2024-07-29,device_774
7272,14,2025-01-20 16:41:00,41.17,card_413,0,2024-07-29,device_774
6780,14,2025-01-20 18:19:00,52.14,card_119,0,2024-07-29,device_774
8827,14,2025-01-22 17:50:00,93.1,card_414,0,2024-07-29,device_774
9117,14,2025-01-26 14:57:00,70.9,card_676,0,2024-07-29,device_774
1917,14,2025-01-26 20:40:00,21.56,card_861,0,2024-07-29,device_774
5407,14,2025-01-28 08:23:00,44.66,card_600,0,2024-07-29,device_774
9292,15,2025-01-03 03:06:00,68.49,card_494,0,2024-01-15,device_174
9375,15,2025-01-04 23:18:00,61.9,card_64,0,2024-01-15,device_174
3573,15,2025-01-06 21:18:00,76.86,card_617,0,2024-01-15,device_174
3140,15,2025-01-08 06:50:00,40.34,card_881,0,2024-01-15,device_174
889,15,2025-01-10 11:30:00,6.15,card_211,0,2024-01-15,device_174
6434,15,2025-01-23 06:51:00,59.55,card_589,0,2024-01-15,device_174
9762,15,2025-01-27 21:27:00,39.16,card_670,0,2024-01-15,device_174
1846,16,2025-01-01 14:01:00,25.51,card_702,0,2024-09-04,device_573
653,16,2025-01-03 14:18:00,55.71,card_751,0,2024-09-04,device_573
5630,16,2025-01-06 10:55:00,37.84,card_288,0,2024-09-04,device_573
3340,16,2025-01-06 15:36:00,14.79,card_60,0,2024-09-04,device_573
6956,16,2025-01-10 07:10:00,14.24,card_140,0,2024-09-04,device_573
1510,16,2025-01-10 18:31:00,46.73,card_778,0,2024-09-04,device_573
1036,16,2025-01-14 10:13:00,81.55,card_376,0,2024-09-04,device_573
9443,16,2025-01-21 02:52:00,14.88,card_835,0,2024-09-04,device_573
9703,16,2025-01-30 22:05:00,25.79,card_2,0,2024-09-04,device_573
4230,17,2025-01-01 06:01:00,99.99,card_834,0,2024-01-15,device_786
5818,17,2025-01-02 02:01:00,90.21,card_710,0,2024-01-15,device_786
9241,17,2025-01-05 12:31:00,17.0,card_544,0,2024-01-15,device_786
4279,17,2025-01-05 20:04:00,71.72,card_511,0,2024-01-15,device_786
3238,17,2025-01-10 17:35:00,94.58,card_374,0,2024-01-15,device_786
5899,17,2025-01-13 14:56:00,72.44,card_221,0,2024-01-15,device_786
7492,17,2025-01-14 08:39:00,59.84,card_170,0,2024-01-15,device_786
6460,17,2025-01-20 08:49:00,49.31,card_501,0,2024-01-15,device_786
7732,17,2025-01-24 04:47:00,91.73,card_522,0,2024-01-15,device_786
897,17,2025-01-24 19:38:00,85.1,card_793,0,2024-01-15,device_786
6792,17,2025-01-24 22:27:00,81.24,card_896,0,2024-01-15,device_786
4868,17,2025-01-26 12:36:00,13.17,card_696,0,2024-01-15,device_786
9980,17,2025-01-29 09:25:00,29.65,card_351,0,2024-01-15,device_786
6617,18,2025-01-02 03:32:00,71.56,card_310,0,2024-03-26,device_335
2175,18,2025-01-03 19:37:00,88.51,card_165,0,2024-03-26,device_335
1748,18,2025-01-08 22:36:00,65.17,card_565,0,2024-03-26,device_335
4148,18,2025-01-09 17:04:00,7.88,card_871,0,2024-03-26,device_335
260,18,2025-01-16 09:50:00,24.22,card_847,0,2024-03-26,device_335
9592,18,2025-01-23 06:44:00,6.28,card_492,0,2024-03-26,device_335
2928,18,2025-01-25 05:42:00,52.61,card_497,0,2024-03-26,device_335
7280,18,2025-01-28 14:10:00,72.22,card_689,0,2024-03-26,device_335
7659,18,2025-01-30 10:23:00,77.15,card_80,0,2024-03-26,device_335
3826,19,2025-01-03 03:59:00,99.61,card_39,0,2024-05-22,device_413
8558,19,2025-01-03 09:00:00,12.72,card_892,0,2024-05-22,device_413
412,19,2025-01-03 23:36:00,44.12,card_810,0,2024-05-22,device_413
5361,19,2025-01-06 17:17:00,98.1,card_431,0,2024-05-22,device_413
1404,19,2025-01-09 12:08:00,83.91,card_550,0,2024-05-22,device_413
105,19,2025-01-10 05:16:00,68.43,card_316,0,2024-05-22,device_413
5377,19,2025-01-10 21:23:00,49.0,card_129,0,2024-05-22,device_413
7498,19,2025-01-13 09:54:00,83.5,card_749,0,2024-05-22,device_413
5606,19,2025-01-22 09:30:00,46.39,card_484,0,2024-05-22,device_413
428,19,2025-01-23 09:30:00,9.24,card_495,0,2024-05-22,device_413
7226,19,2025-01-24 15:38:00,15.83,card_712,0,2024-05-22,device_413
8415,19,2025-01-27 16:49:00,49.09,card_813,0,2024-05-22,device_413
2767,19,2025-01-30 11:22:00,9.41,card_493,0,2024-05-22,device_413
8959,20,2025-01-03 03:39:00,54.45,card_851,0,2024-03-17,device_439
2264,20,2025-01-07 22:54:00,93.78,card_882,0,2024-03-17,device_439
8321,20,2025-01-08 22:57:00,36.75,card_395,0,2024-03-17,device_439
1087,20,2025-01-09 09:46:00,92.13,card_613,0,2024-03-17,device_439
5054,20,2025-01-13 22:37:00,74.72,card_782,0,2024-03-17,device_439
9545,20,2025-01-19 03:46:00,8.68,card_807,0,2024-03-17,device_439
208,20,2025-01-20 20:44:00,18.34,card_802,0,2024-03-17,device_439
4617,20,2025-01-22 09:57:00,53.18,card_366,0,2024-03-17,device_439
8447,20,2025-01-26 19:53:00,49.68,card_137,0,2024-03-17,device_439
3697,20,2025-01-29 07:45:00,7.07,card_474,0,2024-03-17,device_439
6942,20,2025-01-30 14:27:00,23.65,card_195,0,2024-03-17,device_439
4031,21,2025-01-04 07:23:00,80.1,card_592,0,2024-03-19,device_198
1112,21,2025-01-11 01:39:00,88.7,card_653,0,2024-03-19,device_198
2574,21,2025-01-21 05:02:00,14.76,card_418,0,2024-03-19,device_198
1820,21,2025-01-22 10:46:00,49.5,card_284,0,2024-03-19,device_198
3264,21,2025-01-22 16:13:00,77.26,card_842,0,2024-03-19,device_198
3763,21,2025-01-23 10:36:00,59.44,card_523,0,2024-03-19,device_198
5457,21,2025-01-24 02:27:00,63.72,card_221,0,2024-03-19,device_198
40,21,2025-01-25 00:35:00,52.59,card_493,0,2024-03-19,device_198
5508,21,2025-01-25 18:53:00,12.87,card_16,0,2024-03-19,device_198
8616,22,2025-01-02 06:12:00,12.93,card_134,0,2024-10-15,device_266
1305,22,2025-01-04 07:25:00,56.7,card_649,0,2024-10-15,device_266
6087,22,2025-01-07 15:45:00,84.05,card_412,0,2024-10-15,device_266
4023,22,2025-01-08 01:45:00,45.6,card_699,0,2024-10-15,device_266
3286,22,2025-01-14 23:51:00,34.74,card_388,0,2024-10-15,device_266
493,22,2025-01-16 20:00:00,86.74,card_753,0,2024-10-15,device_266
5434,22,2025-01-17 02:04:00,64.15,card_187,0,2024-10-15,device_266
3335,22,2025-01-18 14:51:00,13.63,card_255,0,2024-10-15,device_266
6177,22,2025-01-19 19:36:00,91.33,card_111,0,2024-10-15,device_266
6971,22,2025-01-21 01:53:00,56.54,card_784,0,2024-10-15,device_266
3843,22,2025-01-23 05:24:00,42.08,card_129,0,2024-10-15,device_266
3592,22,2025-01-26 04:19:00,75.76,card_834,0,2024-10-15,device_266
4326,22,2025-01-27 11:45:00,35.52,card_229,0,2024-10-15,device_266
7161,22,2025-01-27 13:18:00,71.54,card_49,0,2024-10-15,device_266
2674,23,2025-01-08 10:39:00,47.94,card_280,0,2024-08-07,device_437
8650,23,2025-01-16 02:07:00,91.16,card_211,0,2024-08-07,device_437
4388,23,2025-01-16 18:47:00,42.42,card_344,0,2024-08-07,device_437
2898,23,2025-01-19 17:35:00,61.68,card_495,0,2024-08-07,device_437
1772,23,2025-01-19 18:43:00,41.65,card_866,0,2024-08-07,device_437
5708,23,2025-01-19 23:59:00,41.41,card_360,0,2024-08-07,device_437
617,23,2025-01-21 02:18:00,16.23,card_448,0,2024-08-07,device_437
3574,23,2025-01-22 18:25:00,55.68,card_430,0,2024-08-07,device_437
817,23,2025-01-27 00:34:00,21.8,card_675,0,2024-08-07,device_437
6606,23,2025-01-27 05:12:00,10.74,card_348,0,2024-08-07,device_437
6299,23,2025-01-29 01:54:00,37.37,card_173,0,2024-08-07,device_437
7929,24,2025-01-03 12:12:00,85.37,card_129,0,2024-06-07,device_226
8619,24,2025-01-07 15:19:00,92.82,card_527,0,2024-06-07,device_226
5678,24,2025-01-07 21:35:00,75.94,card_574,0,2024-06-07,device_226
142,24,2025-01-11 02:46:00,93.56,card_752,0,2024-06-07,device_226
8296,24,2025-01-17 15:18:00,92.56,card_546,0,2024-06-07,device_226
7028,24,2025-01-20 16:55:00,33.83,card_362,0,2024-06-07,device_226
2249,24,2025-01-20 16:59:00,93.82,card_207,1,2024-06-07,device_226
7058,25,2025-01-20 17:03:00,77.68,card_844,1,2024-10-05,device_182
1624,25,2025-01-14 01:26:00,92.58,card_92,0,2024-10-05,device_182
442,25,2025-01-16 03:42:00,68.79,card_758,0,2024-10-05,device_182
4078,25,2025-01-20 05:36:00,85.19,card_820,0,2024-10-05,device_182
8547,25,2025-01-20 12:09:00,6.28,card_562,0,2024-10-05,device_182
4070,25,2025-01-22 22:50:00,23.0,card_591,0,2024-10-05,device_182
1477,25,2025-01-26 19:27:00,36.13,card_219,0,2024-10-05,device_182
5838,25,2025-01-28 18:41:00,49.27,card_535,0,2024-10-05,device_182
1899,26,2025-01-02 15:48:00,79.79,card_836,0,2024-04-04,device_505
2444,26,2025-01-18 21:57:00,13.03,card_201,0,2024-04-04,device_505
4894,26,2025-01-19 23:34:00,73.07,card_602,0,2024-04-04,device_505
740,26,2025-01-20 11:57:00,59.76,card_458,0,2024-04-04,device_505
3078,26,2025-01-25 03:56:00,34.95,card_204,0,2024-04-04,device_505
6236,26,2025-01-27 05:49:00,54.83,card_332,0,2024-04-04,device_505
231,26,2025-01-28 08:28:00,28.29,card_656,0,2024-04-04,device_505
9492,27,2025-01-01 08:32:00,11.13,card_299,0,2024-10-25,device_590
6059,27,2025-01-03 04:45:00,73.42,card_98,0,2024-10-25,device_590
1569,27,2025-01-03 17:24:00,28.79,card_296,0,2024-10-25,device_590
4993,27,2025-01-03 17:27:00,76.82,card_710,1,2024-10-25,device_590
7756,27,2025-01-12 11:11:00,29.81,card_80,0,2024-10-25,device_590
7102,27,2025-01-15 09:39:00,70.52,card_321,0,2024-10-25,device_590
7678,27,2025-01-15 12:06:00,74.23,card_519,0,2024-10-25,device_590
9730,27,2025-01-19 02:50:00,86.0,card_373,0,2024-10-25,device_590
8543,27,2025-01-21 02:33:00,16.51,card_324,0,2024-10-25,device_590
4772,27,2025-01-24 19:17:00,61.81,card_123,0,2024-10-25,device_590
3347,27,2025-01-30 01:44:00,54.78,card_888,0,2024-10-25,device_590
5513,27,2025-01-30 13:38:00,11.4,card_646,0,2024-10-25,device_590
3319,28,2025-01-03 14:51:00,50.29,card_415,0,2024-08-21,device_176
3794,28,2025-01-03 15:54:00,92.05,card_295,0,2024-08-21,device_176
1965,28,2025-01-11 09:09:00,83.44,card_639,0,2024-08-21,device_176
8981,28,2025-01-12 21:54:00,82.7,card_761,0,2024-08-21,device_176
1268,28,2025-01-18 20:53:00,52.74,card_800,0,2024-08-21,device_176
9429,28,2025-01-23 12:57:00,95.91,card_270,0,2024-08-21,device_176
7567,28,2025-01-27 14:15:00,40.02,card_161,0,2024-08-21,device_176
9597,28,2025-01-28 23:30:00,20.2,card_1,0,2024-08-21,device_176
5905,28,2025-01-29 12:58:00,35.52,card_244,0,2024-08-21,device_176
2644,28,2025-01-29 22:06:00,85.25,card_200,0,2024-08-21,device_176
7913,29,2025-01-04 12:00:00,26.12,card_12,0,2024-12-17,device_481
9747,29,2025-01-05 05:19:00,86.45,card_491,0,2024-12-17,device_481
4808,29,2025-01-05 19:33:00,78.31,card_309,0,2024-12-17,device_481
8431,29,2025-01-06 20:01:00,72.6,card_281,0,2024-12-17,device_481
7968,29,2025-01-09 00:05:00,39.78,card_285,0,2024-12-17,device_481
970,29,2025-01-09 00:07:00,118.85999999999999,card_222,1,2024-12-17,device_481
6124,29,2025-01-15 14:18:00,27.62,card_264,0,2024-12-17,device_481
5599,29,2025-01-19 03:55:00,41.94,card_169,0,2024-12-17,device_481
9208,29,2025-01-20 15:16:00,99.11,card_785,0,2024-12-17,device_481
8976,29,2025-01-21 19:08:00,92.32,card_496,0,2024-12-17,device_481
1274,29,2025-01-26 08:31:00,99.98,card_353,0,2024-12-17,device_481
2274,29,2025-01-26 23:56:00,25.85,card_279,0,2024-12-17,device_481
4913,29,2025-01-30 10:23:00,56.92,card_157,0,2024-12-17,device_481
4983,30,2025-01-02 15:50:00,57.82,card_471,0,2024-07-27,device_160
126,30,2025-01-06 17:28:00,38.82,card_349,0,2024-07-27,device_160
3068,30,2025-01-08 11:31:00,62.01,card_171,0,2024-07-27,device_160
1121,30,2025-01-09 06:19:00,91.46,card_594,0,2024-07-27,device_160
7456,30,2025-01-16 06:31:00,54.17,card_325,0,2024-07-27,device_160
7875,30,2025-01-20 01:59:00,67.28,card_50,0,2024-07-27,device_160
2365,30,2025-01-20 13:44:00,84.73,card_762,0,2024-07-27,device_160
2761,30,2025-01-27 01:58:00,51.08,card_446,0,2024-07-27,device_160
9383,30,2025-01-27 06:34:00,85.91,card_783,0,2024-07-27,device_160
7410,30,2025-01-28 03:08:00,58.06,card_589,0,2024-07-27,device_160
8584,30,2025-01-30 07:36:00,66.4,card_327,0,2024-07-27,device_160
9839,31,2025-01-06 09:55:00,76.42,card_602,0,2024-02-27,device_713
7327,31,2025-01-06 15:20:00,13.79,card_655,0,2024-02-27,device_713
1971,31,2025-01-07 04:51:00,45.93,card_681,0,2024-02-27,device_713
9457,31,2025-01-09 18:06:00,75.67,card_605,0,2024-02-27,device_713
9291,31,2025-01-10 15:21:00,40.98,card_10,0,2024-02-27,device_713
9460,31,2025-01-13 00:59:00,16.14,card_5,0,2024-02-27,device_713
3695,31,2025-01-13 23:14:00,48.76,card_300,0,2024-02-27,device_713
3503,31,2025-01-21 15:48:00,36.51,card_426,0,2024-02-27,device_713
719,32,2025-01-06 17:40:00,87.24,card_356,0,2024-05-13,device_410
6260,32,2025-01-07 06:29:00,89.41,card_696,0,2024-05-13,device_410
7551,32,2025-01-07 16:50:00,37.48,card_880,0,2024-05-13,device_410
8846,32,2025-01-09 00:14:00,61.81,card_248,0,2024-05-13,device_410
3409,32,2025-01-21 03:44:00,14.86,card_889,0,2024-05-13,device_410
7591,32,2025-01-21 12:52:00,42.52,card_165,0,2024-05-13,device_410
470,32,2025-01-26 01:01:00,11.03,card_537,0,2024-05-13,device_410
7217,33,2025-01-01 06:17:00,56.21,card_282,0,2024-10-24,device_528
5166,33,2025-01-05 16:42:00,59.51,card_339,0,2024-10-24,device_528
8514,33,2025-01-14 20:02:00,74.48,card_138,0,2024-10-24,device_528
3945,33,2025-01-19 02:37:00,45.43,card_680,0,2024-10-24,device_528
7954,33,2025-01-21 20:45:00,41.37,card_470,0,2024-10-24,device_528
893,33,2025-01-29 03:31:00,14.26,card_36,0,2024-10-24,device_528
1016,33,2025-01-29 07:57:00,16.37,card_325,0,2024-10-24,device_528
2804,34,2025-01-03 04:48:00,94.43,card_647,0,2024-01-01,device_370
6754,34,2025-01-03 17:55:00,60.94,card_812,0,2024-01-01,device_370
5223,34,2025-01-06 07:30:00,66.59,card_360,0,2024-01-01,device_370
5996,34,2025-01-06 08:39:00,78.72,card_741,0,2024-01-01,device_370
7441,34,2025-01-10 12:15:00,20.14,card_814,0,2024-01-01,device_370
8294,34,2025-01-11 13:42:00,84.4,card_511,0,2024-01-01,device_370
2293,34,2025-01-17 00:50:00,60.98,card_51,0,2024-01-01,device_370
4060,34,2025-01-18 02:36:00,35.83,card_782,0,2024-01-01,device_370
3423,34,2025-01-22 09:04:00,6.82,card_544,0,2024-01-01,device_370
3220,34,2025-01-23 03:32:00,64.79,card_639,0,2024-01-01,device_370
9058,34,2025-01-23 17:05:00,89.17,card_0,0,2024-01-01,device_370
7793,34,2025-01-26 22:53:00,87.64,card_852,0,2024-01-01,device_370
589,34,2025-01-28 20:32:00,70.53,card_497,0,2024-01-01,device_370
85,35,2025-01-02 13:45:00,99.74,card_668,0,2024-07-12,device_365
5214,35,2025-01-06 23:41:00,64.69,card_698,0,2024-07-12,device_365
5050,35,2025-01-09 02:43:00,35.88,card_636,0,2024-07-12,device_365
8654,35,2025-01-14 13:22:00,46.25,card_436,0,2024-07-12,device_365
7479,35,2025-01-14 15:45:00,11.76,card_643,0,2024-07-12,device_365
6978,35,2025-01-15 17:21:00,8.04,card_839,0,2024-07-12,device_365
74,35,2025-01-25 11:08:00,42.3,card_209,0,2024-07-12,device_365
